,Age,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comprehensive_care,comprehensive_support
872,3,0,No,No,No,Never,26-100,No,No,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,No,Yes,Yes_Yes,Yes_Yes
873,3,0,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
874,3,0,No,Yes,No,Never,100-1000,No,No,Yes,Very easy,Maybe,No,No,No,No,No,No,No,Yes_Yes,No_No
875,1,0,Yes,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Very difficult,Yes,No,No,No,No,Maybe,Don't know,No,Don't know_Not sure,No_Don't know
876,1,0,No,No,No,Never,26-100,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Yes_No,Yes_No
877,1,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,Don't know_Not sure,No_Don't know
878,0,1,No,Yes,No,Never,More than 1000,No,No,Don't know,Somewhat easy,Yes,Maybe,No,No,No,Maybe,Don't know,No,No_No,No_Yes
879,1,0,No,No,Yes,Never,26-100,No,Yes,Yes,Very easy,Maybe,No,No,No,No,No,Don't know,No,Yes_Yes,No_Don't know
880,1,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,Don't know_Not sure,Don't know_Don't know
881,1,0,No,No,No,Never,26-100,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Yes_Yes,Don't know_Don't know
882,3,0,No,No,No,Never,100-1000,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,Yes,Yes_No,Yes_Don't know
883,2,0,Yes,No,No,Never,1-5,No,Yes,Don't know,Somewhat difficult,No,No,Some of them,Yes,Yes,Yes,Yes,No,Yes_No,No_Don't know
884,2,0,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,No,No,Yes_Yes,No_Don't know
885,3,0,No,Yes,No,Never,100-1000,Yes,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,Don't know_No,No_No
886,1,0,No,No,Yes,Rarely,6-25,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,No_No
887,3,0,No,Yes,No,Never,100-1000,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No,Yes_Yes,Yes_Yes
888,0,0,Yes,No,No,Never,100-1000,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,No_No,No_No
889,3,0,No,Yes,No,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,Yes,Yes_No,Yes_Yes
890,3,0,Yes,Yes,No,Sometimes,6-25,Yes,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,No,Yes_Not sure,Don't know_Yes
891,2,0,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No,No_Yes,No_No
892,1,0,No,Yes,No,Never,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
893,1,0,No,Yes,No,Never,100-1000,No,Yes,Don't know,Very difficult,Yes,Yes,Some of them,No,Maybe,Maybe,No,No,Yes_No,Don't know_Yes
894,3,0,No,Yes,Yes,Often,100-1000,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,No,Don't know_Not sure,No_Don't know
895,3,0,No,No,No,Never,100-1000,No,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,No_Don't know
896,2,0,No,No,No,Never,More than 1000,No,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,Yes_Yes,Yes_Yes
897,2,0,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,No_Not sure,No_No
898,3,0,Yes,No,No,Never,1-5,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,No_Yes,No_No
899,0,0,No,No,No,Sometimes,26-100,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,No,Don't know_No,No_Don't know
900,0,0,No,Yes,Yes,Rarely,26-100,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No,No_No,No_No
901,3,0,No,Yes,Yes,Rarely,26-100,No,Yes,Don't know,Very difficult,Yes,Yes,Some of them,No,No,No,No,Yes,No_No,No_No
902,0,1,Yes,No,Yes,Often,1-5,No,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,Yes,Yes_Yes,Yes_Yes
903,0,0,Yes,No,No,Never,1-5,Yes,Yes,Yes,Very easy,No,No,No,No,No,Maybe,Yes,No,No_Yes,No_No
904,3,0,Yes,No,No,Never,1-5,No,Yes,Yes,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,No_Yes,No_No
905,3,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,Yes_Yes,No_Yes
906,1,0,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,Yes_No,Yes_Yes
907,0,1,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Yes,Yes,No,No,No,No,No,No,Yes_Yes,Yes_No
908,2,0,No,No,Yes,Rarely,100-1000,Yes,Yes,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,Yes_Yes,Don't know_Don't know
909,3,0,No,No,Yes,Never,More than 1000,No,Yes,Yes,Don't know,Maybe,Maybe,Yes,Yes,No,Maybe,Yes,Yes,Yes_Yes,Yes_Yes
910,3,0,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,Yes,No_No,No_No
911,3,0,No,No,Yes,Rarely,6-25,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No,Yes_Yes,No_Yes
912,0,1,No,Yes,Yes,Often,6-25,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,No_No,No_No
913,2,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,No,Don't know_Yes,No_Yes
914,0,1,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,Yes_Yes,No_No
915,1,0,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No,No_No,No_No
916,1,0,Yes,No,No,Never,1-5,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,No_Yes,No_No
917,2,0,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Yes,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No,No_No,No_No
918,1,0,No,No,No,Never,More than 1000,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,Yes_Yes,Yes_Yes
919,0,1,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,Don't know_Not sure,No_Don't know
920,1,0,No,Yes,No,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Don't know,No,Don't know_Not sure,No_Don't know
921,2,0,No,Yes,Yes,Rarely,26-100,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,No,No,Yes_Yes,No_Yes
922,1,0,No,Yes,Yes,Sometimes,26-100,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,Yes_No,No_No
923,3,0,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Yes,No,Yes,No_Yes,Don't know_No
924,2,0,No,Yes,No,Never,100-1000,No,Yes,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes_No,Don't know_Don't know
925,1,0,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,Yes_No,Yes_No
926,3,0,No,Yes,No,Sometimes,100-1000,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,No,No,Yes_Not sure,No_Don't know
927,1,0,No,No,No,Never,26-100,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,Yes_Yes,Yes_Yes
928,0,0,No,No,No,Never,100-1000,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,Yes_No,No_No
929,1,0,No,Yes,No,Never,100-1000,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_No,Don't know_Don't know
930,2,1,No,Yes,Yes,Sometimes,6-25,No,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,Yes_Not sure,Yes_Yes
931,2,0,No,No,No,Often,1-5,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Don't know_No,No_Yes
932,3,0,No,No,Yes,Sometimes,100-1000,Yes,Yes,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,Yes_Yes,No_Yes
933,3,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Very difficult,Yes,Yes,No,Some of them,No,Maybe,No,No,No_Not sure,No_No
934,0,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Some of them,Yes,Yes,No,Yes,Don't know_Not sure,No_Yes
935,3,0,Yes,Yes,Yes,Rarely,1-5,Yes,No,Yes,Very difficult,Maybe,No,No,No,No,No,No,No,No_No,No_No
936,3,0,No,No,Yes,Often,6-25,No,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,Don't know_No,No_Don't know
937,2,0,No,Yes,Yes,Never,6-25,No,Yes,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,Yes,Don't know_No,No_Don't know
938,2,0,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Yes_Yes,Yes_Yes
939,3,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,Yes_Yes,Yes_Yes
940,1,0,No,Yes,Yes,Rarely,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No,Yes_Yes,Don't know_Don't know
941,3,0,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Very difficult,Yes,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Yes_Yes,Yes_Yes
942,1,1,No,Yes,Yes,Sometimes,100-1000,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,Yes_Yes,No_Don't know
943,2,0,No,Yes,No,Sometimes,100-1000,No,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,No,Don't know,No,Yes_Yes,Yes_Yes
944,1,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,Don't know_No,Don't know_Don't know
945,3,0,No,Yes,Yes,Often,26-100,No,Yes,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No,Yes_Yes,No_No
946,3,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Yes,No,Yes_Yes,Yes_Yes
947,3,0,No,No,Yes,Rarely,More than 1000,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,Yes_Yes,Yes_Yes
948,2,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Yes_Yes,Don't know_Yes
949,3,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Yes_Yes,Don't know_Don't know
950,2,0,No,No,Yes,Rarely,26-100,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,No_Yes,No_No
951,0,0,No,Yes,Yes,Often,26-100,No,No,No,Somewhat easy,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes,Don't know_Yes,No_No
952,3,0,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Don't know,Very difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,Yes,No_No,No_No
953,2,1,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,Don't know,No,Don't know_No,No_Don't know
954,3,0,No,No,No,Never,6-25,No,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,No_No,No_No
955,2,0,No,Yes,Yes,Often,26-100,No,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,Don't know_Not sure,Yes_No
956,1,0,No,Yes,No,Never,More than 1000,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,No,Don't know_No,No_Don't know
957,2,0,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Very easy,No,No,Yes,Some of them,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
958,0,0,No,No,Yes,Rarely,More than 1000,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,Yes_Not sure,Don't know_Don't know
959,2,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Don't know_Not sure,Don't know_Don't know
960,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Very easy,No,No,No,Yes,No,Maybe,No,No,Don't know_No,No_No
961,0,0,Yes,No,No,Sometimes,6-25,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,No_Yes,No_No
962,2,0,Yes,No,Yes,Sometimes,26-100,Yes,No,Don't know,Somewhat difficult,Yes,Maybe,Yes,No,No,Maybe,Don't know,No,Don't know_No,No_No
963,0,0,Yes,Yes,No,Often,1-5,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Don't know_Not sure,No_No
964,3,0,No,No,Yes,Often,More than 1000,No,No,Don't know,Somewhat easy,Yes,Maybe,No,Some of them,No,Maybe,No,Yes,Yes_Yes,Yes_Yes
965,2,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes,No_Yes,No_No
966,0,1,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,No_No,No_No
967,0,0,No,No,No,Never,6-25,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
968,3,0,No,Yes,No,Rarely,100-1000,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Don't know_No,No_No
969,2,1,Yes,No,Yes,Sometimes,1-5,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,No_Yes,Yes_Yes
970,3,0,No,No,No,Sometimes,More than 1000,Yes,Yes,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,No_Not sure,No_No
971,1,0,Yes,No,Yes,Sometimes,6-25,No,Yes,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes,No_Yes,No_No
972,3,0,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,Don't know_Not sure,No_Don't know
973,3,0,No,Yes,No,Never,More than 1000,No,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Yes,No,Yes_Yes,Yes_Yes
974,1,0,No,No,No,Never,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,Don't know_Not sure,No_No
975,0,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Don't know_No,Don't know_Don't know
976,3,0,No,No,No,Never,More than 1000,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,Yes_Yes,Yes_Yes
977,0,0,No,Yes,No,Never,100-1000,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,Yes,Yes_Yes,Don't know_No
978,0,0,No,No,No,Never,6-25,No,Yes,No,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,Yes_No,No_No
979,1,0,No,Yes,Yes,Often,26-100,No,Yes,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No,No_No,No_No
980,3,0,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,No_No,No_No
981,3,1,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes,No_Yes,No_No
982,2,1,No,Yes,Yes,Often,26-100,Yes,No,No,Somewhat easy,Yes,Yes,Some of them,No,No,No,Don't know,No,Yes_Yes,No_Yes
983,1,0,No,Yes,Yes,Often,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,Don't know_Not sure,No_Don't know
984,0,0,No,No,No,Never,26-100,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Yes_Not sure,Yes_No
985,1,0,No,No,Yes,Sometimes,6-25,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,No_No,No_No
986,3,1,No,Yes,No,Rarely,100-1000,Yes,Yes,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,Don't know_Not sure,No_No
987,1,0,No,No,No,Often,6-25,No,Yes,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No,No_No,No_No
988,0,0,No,Yes,No,Sometimes,26-100,No,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Don't know,No,Yes_Not sure,Yes_Yes
990,3,0,No,No,No,Never,1-5,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,No_No,No_No
991,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No,Yes_No,No_Yes
992,1,1,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No,Yes_Yes,Yes_Don't know
993,1,0,Yes,No,No,Never,1-5,Yes,Yes,Yes,Very easy,Maybe,Maybe,No,No,No,No,Yes,No,No_Yes,No_No
994,0,0,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Yes,No,Don't know_No,No_No
995,2,0,Yes,No,No,Sometimes,1-5,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,No_Don't know
996,3,0,No,No,Yes,Rarely,100-1000,Yes,Yes,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,Yes_Yes,No_No
997,1,1,No,Yes,No,Never,More than 1000,No,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,Yes_Not sure,No_Don't know
998,2,0,No,No,No,Rarely,100-1000,No,Yes,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,No_No,No_No
999,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,No_No,No_No
1000,0,0,No,Yes,Yes,Often,6-25,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,Yes_Yes,No_Don't know
1001,3,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,Don't know_No,No_Don't know
1002,2,0,No,Yes,Yes,Often,100-1000,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,Yes_Yes,No_No
1003,0,1,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,Yes,Don't know_No,No_Don't know
1004,2,0,No,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,Yes,Yes,No_Yes,No_No
1005,2,0,No,No,No,Never,100-1000,No,Yes,Don't know,Very easy,Maybe,No,Yes,Yes,No,No,Yes,No,Don't know_No,No_Don't know
1006,3,0,No,Yes,Yes,Sometimes,100-1000,Yes,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,Yes_Yes,No_Yes
1007,2,0,No,No,No,Sometimes,100-1000,No,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,Don't know_No,No_No
1008,3,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,No_Yes,No_No
1009,3,1,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,Don't know_Not sure,No_No
1010,3,0,No,No,No,Never,More than 1000,No,No,Yes,Don't know,Maybe,No,No,Yes,No,No,Don't know,No,Yes_Yes,Yes_Yes
1011,2,1,Yes,No,No,Never,1-5,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,No,No_Yes,Don't know_Don't know
1012,0,1,No,Yes,No,Sometimes,More than 1000,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,Yes_Yes,No_Don't know
1013,3,1,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
1014,1,0,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No,Yes_Not sure,Yes_Yes
1015,0,0,No,No,No,Never,100-1000,No,Yes,Yes,Very easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,Don't know_Not sure,No_No
1016,0,1,No,No,No,Never,6-25,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,Don't know_Not sure,No_No
1017,3,1,No,No,Yes,Often,More than 1000,No,No,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,No,Yes,Yes_Yes,Yes_Yes
1018,1,0,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Yes_No,No_No
1019,0,0,No,No,No,Rarely,26-100,Yes,Yes,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Yes,Don't know,Yes,Don't know_No,No_No
1020,0,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No,Don't know_No,No_No
1021,1,1,No,Yes,Yes,Sometimes,100-1000,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,No,Yes,Yes_Yes,Yes_Yes
1022,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
1023,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No,No_No,No_No
1024,3,0,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Don't know_No,No_No
1025,3,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Don't know_No,No_Don't know
1026,0,1,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,No,Yes,No,Yes_Yes,Yes_Yes
1027,0,0,No,No,No,Sometimes,1-5,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Don't know_Not sure,No_No
1028,3,1,No,Yes,No,Never,100-1000,Yes,Yes,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,Yes_Yes,Yes_No
1029,2,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,Yes_Not sure,Yes_Don't know
1030,0,0,No,Yes,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,Don't know_Not sure,No_No
1031,1,0,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Don't know_Not sure,Don't know_Don't know
1032,3,0,No,Yes,No,Sometimes,More than 1000,Yes,No,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,Yes_Not sure,Yes_Don't know
1033,1,1,No,Yes,Yes,Often,26-100,No,Yes,No,Very difficult,Yes,No,No,No,No,Yes,No,Yes,No_No,No_No
1034,2,0,No,No,No,Never,100-1000,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,Yes,Don't know_No,No_Don't know
1035,2,0,No,Yes,No,Sometimes,6-25,Yes,Yes,Don't know,Don't know,Maybe,No,No,Some of them,No,No,Don't know,No,No_Yes,No_No
1036,0,0,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,No_No,No_No
1037,3,0,No,No,No,Never,More than 1000,Yes,No,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No,Don't know_No,Don't know_Don't know
1038,2,1,No,No,No,Sometimes,1-5,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,No_Not sure,No_No
1039,2,0,No,No,No,Never,6-25,Yes,Yes,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,No_No,No_No
1040,1,1,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,No,No,Don't know_No,No_No
1041,2,0,No,No,No,Never,6-25,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,Yes,No,Yes_No,Don't know_Yes
1042,3,0,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,Yes_Yes,No_Yes
1043,0,0,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Yes_Yes,No_No
